codigo_registro,data_pregao,codigo_mercado,ativo,codigo_bdi,nome,especificador,identificacao_mercado,moeda_cotacao,preco_abertura,preco_maximo,preco_minimo,preco_fechamento,preco_melhor_compra,preco_melhor_venda,numero_negocios,quantidade_acoes,volume_financeiro,preco_fechamento_ajustado,fator_ajuste,codigo_papel_registro
01,2022-01-17,02,VALE3,010,VALE,ON,NM,R$,84.0,84.6,84.0,84.28,84.25,84.25,0,84283670900000,96885000.0,8166376.03,0,0000000000009999123100000010000000000000BRVALEACNOR0203
01,2022-01-17,02,PETR4,010,PETROBRAS,PN,N2,R$,31.4,31.81,31.25,31.57,31.5,31.49,0,31517257000000,356759000.0,11264051.38,0,0000000000009999123100000010000000000000BRPETRACNPR6201
01,2022-02-02,02,VALE3,010,VALE,ON,NM,R$,85.5,86.29,84.72,85.63,85.79,85.79,0,85805654900000,174890000.0,14976846.78,0,0000000000009999123100000010000000000000BRVALEACNOR0203
01,2022-01-17,02,BRFS3,010,BRF SA,ON,NM,R$,24.2,24.75,23.22,24.03,24.75,24.59,0,24752502600000,113551000.0,2728631.23,0,0000000000009999123100000010000000000000BRBRFSACNOR8120
01,2022-03-09,02,VALE3,010,VALE,ON  ED,NM,R$,95.79,95.8,92.56,93.76,94.19,94.19,0,94202717300000,410512000.0,38489738.29,0,0000000000009999123100000010000000000000BRVALEACNOR0204
01,2022-02-02,02,PETR4,010,PETROBRAS,PN,N2,R$,33.41,33.49,32.36,32.64,32.52,32.52,0,32548069300000,362717000.0,11841068.81,0,0000000000009999123100000010000000000000BRPETRACNPR6201
01,2022-02-02,02,BRFS3,010,BRF SA,ON,NM,R$,20.0,20.1,19.51,19.95,19.95,19.93,0,19955753500000,455778000.0,9093392.09,0,0000000000009999123100000010000000000000BRBRFSACNOR8120
01,2022-03-09,02,PETR4,010,PETROBRAS,PN,N2,R$,32.6,32.82,31.74,32.23,32.56,32.55,0,32562501300000,877793000.0,28294573.11,0,0000000000009999123100000010000000000000BRPETRACNPR6201
01,2022-02-18,02,VALE3,010,VALE,ON,NM,R$,86.44,87.03,85.43,86.02,85.83,0.0,0,5592400000,226993000.0,19528029.15,0,0000000000009999123100000010000000000000BRVALEACNOR0203
01,2022-03-09,02,BRFS3,010,BRF SA,ON,NM,R$,15.58,16.73,15.5,16.35,16.54,16.51,0,16552918800000,131383000.0,2149120.18,0,0000000000009999123100000010000000000000BRBRFSACNOR8120
01,2022-02-18,02,PETR4,010,PETROBRAS,PN,N2,R$,32.57,33.09,32.27,32.73,33.0,0.0,0,8950700000,603047000.0,19740309.41,0,0000000000009999123100000010000000000000BRPETRACNPR6201
01,2022-02-18,02,BRFS3,010,BRF SA,ON,NM,R$,18.99,19.1,18.82,18.94,18.82,0.0,0,2323000000,67668000.0,1281935.18,0,0000000000009999123100000010000000000000BRBRFSACNOR8120
01,2022-01-18,02,VALE3,010,VALE,ON,NM,R$,84.58,86.88,84.48,86.09,86.31,86.31,0,86347458600000,240802000.0,20731145.13,0,0000000000009999123100000010000000000000BRVALEACNOR0203
01,2022-01-18,02,PETR4,010,PETROBRAS,PN,N2,R$,31.56,31.98,30.97,31.55,31.64,31.64,0,31651086400000,781988000.0,24674681.44,0,0000000000009999123100000010000000000000BRPETRACNPR6201
01,2022-01-18,02,BRFS3,010,BRF SA,ON,NM,R$,24.5,24.5,23.04,23.57,23.32,23.32,0,23353631600000,141532000.0,3336910.4,0,0000000000009999123100000010000000000000BRBRFSACNOR8120
01,2022-03-10,02,VALE3,010,VALE,ON  ED,NM,R$,94.5,97.3,94.08,95.92,97.3,97.29,0,97309710900000,331070000.0,31758645.71,0,0000000000009999123100000010000000000000BRVALEACNOR0204
01,2022-03-10,02,PETR4,010,PETROBRAS,PN,N2,R$,32.6,34.6,32.52,33.66,33.7,33.69,0,33709130500000,1364377000.0,45934362.11,0,0000000000009999123100000010000000000000BRPETRACNPR6201
01,2022-03-10,02,BRFS3,010,BRF SA,ON,NM,R$,16.56,16.56,15.56,15.87,15.91,15.9,0,15912133100000,97580000.0,1548973.16,0,0000000000009999123100000010000000000000BRBRFSACNOR8120
01,2022-04-29,02,PETR4,010,PETROBRAS,PN,N2,R$,30.75,31.59,30.28,31.05,30.28,30.28,0,30300743000000,762439000.0,23675758.82,0,0000000000009999123100000010000000000000BRPETRACNPR6202
01,2022-04-12,02,VALE3,010,VALE,ON,NM,R$,95.1,95.61,93.24,94.33,93.37,93.37,0,93394761500000,168226000.0,15870170.95,0,0000000000009999123100000010000000000000BRVALEACNOR0204
01,2022-04-29,02,VALE3,010,VALE,ON,NM,R$,86.18,87.2,83.29,85.09,83.29,83.29,0,83300583800000,474922000.0,40415787.4,0,0000000000009999123100000010000000000000BRVALEACNOR0204
01,2022-03-28,02,VALE3,010,VALE,ON,NM,R$,95.7,96.34,93.61,95.15,95.34,95.34,0,95405683000000,162742000.0,15485317.0,0,0000000000009999123100000010000000000000BRVALEACNOR0204
01,2022-04-12,02,PETR4,010,PETROBRAS,PN,N2,R$,34.4,34.68,33.8,34.21,33.85,33.85,0,33890827500000,685228000.0,23443110.53,0,0000000000009999123100000010000000000000BRPETRACNPR6201
01,2022-04-12,02,BRFS3,010,BRF SA,ON,NM,R$,16.3,16.55,15.75,16.01,15.9,15.89,0,15901826400000,83730000.0,1340940.58,0,0000000000009999123100000010000000000000BRBRFSACNOR8120
01,2022-04-29,02,BRFS3,010,BRF SA,ON,NM,R$,14.25,14.53,13.58,13.99,13.58,13.58,0,13682477700000,129826000.0,1816967.1,0,0000000000009999123100000010000000000000BRBRFSACNOR8120
01,2022-03-28,02,PETR4,010,PETROBRAS,PN,N2,R$,32.06,32.08,30.98,31.52,31.6,31.6,0,31610798200000,686105000.0,21630217.12,0,0000000000009999123100000010000000000000BRPETRACNPR6201
01,2022-03-28,02,BRFS3,010,BRF SA,ON,NM,R$,17.15,17.61,17.11,17.4,17.39,17.38,0,17391551100000,70663000.0,1229547.06,0,0000000000009999123100000010000000000000BRBRFSACNOR8120
01,2022-03-11,02,VALE3,010,VALE,ON  ED,NM,R$,97.43,98.41,96.76,97.62,96.79,96.79,0,96808048800000,243215000.0,23743391.77,0,0000000000009999123100000010000000000000BRVALEACNOR0204
01,2022-03-11,02,PETR4,010,PETROBRAS,PN,N2,R$,33.91,34.38,32.07,33.31,32.49,32.49,0,32503300400000,921537000.0,30699097.59,0,0000000000009999123100000010000000000000BRPETRACNPR6201
01,2022-03-11,02,BRFS3,010,BRF SA,ON,NM,R$,16.1,16.18,15.17,15.52,15.43,15.4,0,15431937100000,79629000.0,1236094.4,0,0000000000009999123100000010000000000000BRBRFSACNOR8120
01,2022-04-13,02,VALE3,010,VALE,ON,NM,R$,93.49,94.38,92.81,93.47,93.4,93.39,0,93406304900000,236747000.0,22130400.72,0,0000000000009999123100000010000000000000BRVALEACNOR0204
01,2022-05-02,02,PETR4,010,PETROBRAS,PN,N2,R$,30.17,30.33,29.33,29.79,29.98,29.96,0,29981650000000,724562000.0,21589504.61,0,0000000000009999123100000010000000000000BRPETRACNPR6202
01,2022-05-02,02,VALE3,010,VALE,ON,NM,R$,83.16,83.2,80.64,81.92,82.92,82.9,0,82920176400000,314736000.0,25784346.6,0,0000000000009999123100000010000000000000BRVALEACNOR0204
01,2022-03-29,02,VALE3,010,VALE,ON,NM,R$,95.34,95.66,93.4,94.72,94.52,94.52,0,94557237000000,382288000.0,36213211.67,0,0000000000009999123100000010000000000000BRVALEACNOR0204
01,2022-04-13,02,PETR4,010,PETROBRAS,PN,N2,R$,34.37,34.8,34.1,34.51,34.57,34.56,0,34575225300000,1014388000.0,35007744.73,0,0000000000009999123100000010000000000000BRPETRACNPR6201
01,2022-04-13,02,BRFS3,010,BRF SA,ON,NM,R$,15.9,16.01,15.26,15.52,15.78,15.78,0,15792488700000,164671000.0,2557290.1,0,0000000000009999123100000010000000000000BRBRFSACNOR8120
01,2022-05-02,02,BRFS3,010,BRF SA,ON,NM,R$,13.63,13.7,12.95,13.22,13.28,13.28,0,13301964200000,90761000.0,1199956.35,0,0000000000009999123100000010000000000000BRBRFSACNOR8120
01,2022-03-29,02,PETR4,010,PETROBRAS,PN,N2,R$,32.13,32.76,31.92,32.3,32.3,32.3,0,32313773000000,938090000.0,30301536.12,0,0000000000009999123100000010000000000000BRPETRACNPR6201
01,2022-03-29,02,BRFS3,010,BRF SA,ON,NM,R$,17.75,18.33,17.7,18.06,18.17,18.17,0,18192345400000,96202000.0,1737461.44,0,0000000000009999123100000010000000000000BRBRFSACNOR8120
01,2022-03-14,02,VALE3,010,VALE,ON  ED,NM,R$,94.98,95.2,91.25,92.3,91.6,91.6,0,91629622500000,371728000.0,34312743.44,0,0000000000009999123100000010000000000000BRVALEACNOR0204
01,2022-03-14,02,PETR4,010,PETROBRAS,PN,N2,R$,32.43,32.89,31.52,31.99,31.87,31.87,0,31889459500000,522741000.0,16727702.51,0,0000000000009999123100000010000000000000BRPETRACNPR6201
01,2022-03-14,02,BRFS3,010,BRF SA,ON,NM,R$,15.48,15.73,15.18,15.36,15.25,15.24,0,15260998000000,39703000.0,609878.19,0,0000000000009999123100000010000000000000BRBRFSACNOR8120
01,2022-04-14,02,PETR4,010,PETROBRAS,PN  EDR,N2,R$,31.6,32.07,31.16,31.49,31.27,31.27,0,31284169900000,1193821000.0,37593515.93,0,0000000000009999123100000010000000000000BRPETRACNPR6202
01,2022-04-14,02,VALE3,010,VALE,ON,NM,R$,93.31,94.0,91.36,92.23,92.09,92.07,0,92094943700000,249807000.0,23040789.03,0,0000000000009999123100000010000000000000BRVALEACNOR0204
01,2022-05-03,02,PETR4,010,PETROBRAS,PN,N2,R$,30.12,30.39,29.82,30.14,30.25,30.24,0,30257466900000,525310000.0,15833978.63,0,0000000000009999123100000010000000000000BRPETRACNPR6202
01,2022-05-03,02,VALE3,010,VALE,ON,NM,R$,82.95,84.21,82.19,83.16,82.5,82.5,0,82606977800000,273646000.0,22758629.91,0,0000000000009999123100000010000000000000BRVALEACNOR0204
01,2022-03-30,02,VALE3,010,VALE,ON,NM,R$,96.32,97.11,95.27,96.01,95.87,95.87,0,95906725900000,220075000.0,21130705.24,0,0000000000009999123100000010000000000000BRVALEACNOR0204
01,2022-04-14,02,BRFS3,010,BRF SA,ON,NM,R$,15.74,15.8,15.08,15.32,15.23,15.18,0,15232152900000,118077000.0,1809825.4,0,0000000000009999123100000010000000000000BRBRFSACNOR8120
01,2022-05-03,02,BRFS3,010,BRF SA,ON,NM,R$,13.3,13.47,13.18,13.3,13.37,13.32,0,13381480600000,62147000.0,826755.11,0,0000000000009999123100000010000000000000BRBRFSACNOR8120
01,2022-03-30,02,PETR4,010,PETROBRAS,PN,N2,R$,32.5,32.99,32.38,32.77,32.99,32.97,0,32991404800000,696484000.0,22824568.46,0,0000000000009999123100000010000000000000BRPETRACNPR6201
01,2022-03-30,02,BRFS3,010,BRF SA,ON,NM,R$,18.22,18.24,17.7,18.02,18.16,18.14,0,18161880800000,67143000.0,1210207.09,0,0000000000009999123100000010000000000000BRBRFSACNOR8120
01,2022-03-15,02,VALE3,010,VALE,ON  ED,NM,R$,88.99,89.58,87.28,88.59,88.97,88.97,0,89061591700000,471285000.0,41755842.23,0,0000000000009999123100000010000000000000BRVALEACNOR0204
01,2022-03-15,02,PETR4,010,PETROBRAS,PN,N2,R$,31.14,31.54,30.47,31.03,31.1,31.09,0,31102246100000,662720000.0,20566138.29,0,0000000000009999123100000010000000000000BRPETRACNPR6201
01,2022-03-15,02,BRFS3,010,BRF SA,ON,NM,R$,15.15,15.51,15.04,15.33,15.47,15.47,0,15491804000000,61863000.0,948446.08,0,0000000000009999123100000010000000000000BRBRFSACNOR8120
01,2022-04-18,02,PETR4,010,PETROBRAS,PN  EDR,N2,R$,31.16,31.39,30.47,30.79,30.72,30.72,0,30731108700000,763506000.0,23509965.13,0,0000000000009999123100000010000000000000BRPETRACNPR6202
01,2022-04-18,02,VALE3,010,VALE,ON,NM,R$,91.61,92.0,90.01,90.76,90.57,90.55,0,90594272000000,148126000.0,13444179.04,0,0000000000009999123100000010000000000000BRVALEACNOR0204
01,2022-05-04,02,PETR4,010,PETROBRAS,PN,N2,R$,30.6,32.17,30.4,31.29,32.07,32.04,0,32074441200000,1094170000.0,34246274.13,0,0000000000009999123100000010000000000000BRPETRACNPR6202
01,2022-05-04,02,VALE3,010,VALE,ON,NM,R$,81.93,82.18,79.85,80.92,81.81,81.76,0,81838261700000,340322000.0,27540284.32,0,0000000000009999123100000010000000000000BRVALEACNOR0204
01,2022-03-31,02,VALE3,010,VALE,ON,NM,R$,96.42,96.89,95.36,95.95,95.6,95.56,0,95614674100000,179814000.0,17254265.75,0,0000000000009999123100000010000000000000BRVALEACNOR0204
01,2022-04-18,02,BRFS3,010,BRF SA,ON,NM,R$,15.18,15.57,14.88,15.23,15.25,15.25,0,15261365500000,66991000.0,1020405.03,0,0000000000009999123100000010000000000000BRBRFSACNOR8120
01,2022-05-04,02,BRFS3,010,BRF SA,ON,NM,R$,13.26,13.69,12.98,13.28,13.66,13.65,0,13661827800000,82965000.0,1101813.21,0,0000000000009999123100000010000000000000BRBRFSACNOR8120
01,2022-03-31,02,PETR4,010,PETROBRAS,PN,N2,R$,32.57,33.57,32.5,33.15,33.45,33.45,0,33460320900000,942695000.0,31257211.11,0,0000000000009999123100000010000000000000BRPETRACNPR6201
01,2022-03-31,02,BRFS3,010,BRF SA,ON,NM,R$,18.26,18.68,18.15,18.5,18.59,18.59,0,18601571200000,79288000.0,1466849.68,0,0000000000009999123100000010000000000000BRBRFSACNOR8120
01,2022-03-16,02,VALE3,010,VALE,ON  ED,NM,R$,91.89,93.88,89.31,91.15,91.13,91.1,0,91130492200000,379061000.0,34554689.76,0,0000000000009999123100000010000000000000BRVALEACNOR0204
01,2022-03-16,02,PETR4,010,PETROBRAS,PN,N2,R$,31.5,31.54,30.37,30.86,30.83,30.83,0,30841477300000,720349000.0,22230910.57,0,0000000000009999123100000010000000000000BRPETRACNPR6201
01,2022-03-16,02,BRFS3,010,BRF SA,ON,NM,R$,15.59,16.32,15.35,16.0,16.24,16.23,0,16242184100000,95610000.0,1530688.14,0,0000000000009999123100000010000000000000BRBRFSACNOR8120
01,2022-04-19,02,PETR4,010,PETROBRAS,PN  EDR,N2,R$,31.16,32.0,31.12,31.49,31.65,31.65,0,31661151600000,884941000.0,27871734.69,0,0000000000009999123100000010000000000000BRPETRACNPR6202
01,2022-04-19,02,VALE3,010,VALE,ON,NM,R$,89.69,89.69,86.84,87.88,87.68,87.68,0,87709721900000,345509000.0,30364602.54,0,0000000000009999123100000010000000000000BRVALEACNOR0204
01,2022-05-05,02,PETR4,010,PETROBRAS,PN,N2,R$,31.81,32.5,31.02,31.89,32.01,32.01,0,32026492800000,994399000.0,31712035.55,0,0000000000009999123100000010000000000000BRPETRACNPR6202
01,2022-05-05,02,VALE3,010,VALE,ON,NM,R$,81.55,83.2,79.08,80.41,80.33,80.33,0,80369240100000,309066000.0,24852326.92,0,0000000000009999123100000010000000000000BRVALEACNOR0204
01,2022-04-01,02,VALE3,010,VALE,ON,NM,R$,96.78,97.5,96.07,96.9,96.96,96.96,0,96996940200000,224577000.0,21763319.37,0,0000000000009999123100000010000000000000BRVALEACNOR0204
01,2022-04-19,02,BRFS3,010,BRF SA,ON,NM,R$,15.17,15.71,15.07,15.38,15.29,15.28,0,15301226100000,87887000.0,1352279.27,0,0000000000009999123100000010000000000000BRBRFSACNOR8120
01,2022-04-01,02,PETR4,010,PETROBRAS,PN,N2,R$,33.55,33.79,32.91,33.31,33.01,33.01,0,33029877000000,725454000.0,24171594.71,0,0000000000009999123100000010000000000000BRPETRACNPR6201
01,2022-05-05,02,BRFS3,010,BRF SA,ON,NM,R$,12.4,13.36,11.77,12.5,12.77,12.77,0,12795062800000,306312000.0,3831008.14,0,0000000000009999123100000010000000000000BRBRFSACNOR8120
01,2022-04-01,02,BRFS3,010,BRF SA,ON,NM,R$,18.69,19.07,18.47,18.78,18.84,18.83,0,18862539900000,79646000.0,1495883.54,0,0000000000009999123100000010000000000000BRBRFSACNOR8120
01,2022-03-17,02,VALE3,010,VALE,ON  ED,NM,R$,92.9,94.98,92.56,93.96,94.3,94.15,0,94300337800000,406635000.0,38207524.8,0,0000000000009999123100000010000000000000BRVALEACNOR0204
01,2022-03-17,02,PETR4,010,PETROBRAS,PN,N2,R$,31.25,31.4,29.5,30.2,30.01,30.01,0,30020027700000,1783193000.0,53864909.85,0,0000000000009999123100000010000000000000BRPETRACNPR6201
01,2022-03-17,02,BRFS3,010,BRF SA,ON,NM,R$,16.17,16.73,16.06,16.45,16.59,16.58,0,16591631500000,72063000.0,1186081.74,0,0000000000009999123100000010000000000000BRBRFSACNOR8120
01,2022-04-20,02,PETR4,010,PETROBRAS,PN  EDR,N2,R$,31.65,31.95,31.33,31.62,31.8,31.8,0,31816167800000,346947000.0,10970749.36,0,0000000000009999123100000010000000000000BRPETRACNPR6202
01,2022-04-20,02,VALE3,010,VALE,ON,NM,R$,86.61,86.67,84.4,85.22,85.4,85.35,0,85407900600000,296357000.0,25256186.4,0,0000000000009999123100000010000000000000BRVALEACNOR0204
01,2022-05-06,02,PETR4,010,PETROBRAS,PN,N2,R$,32.69,33.12,31.9,32.73,33.06,33.05,0,33069510500000,1295702000.0,42412512.4,0,0000000000009999123100000010000000000000BRPETRACNPR6202
01,2022-05-06,02,VALE3,010,VALE,ON,NM,R$,79.2,80.9,78.25,79.64,79.76,79.73,0,79767610500000,252041000.0,20074692.78,0,0000000000009999123100000010000000000000BRVALEACNOR0204
01,2022-04-04,02,VALE3,010,VALE,ON,NM,R$,96.77,98.25,96.55,97.83,97.94,97.93,0,97944882300000,169140000.0,16547294.85,0,0000000000009999123100000010000000000000BRVALEACNOR0204
01,2022-04-20,02,BRFS3,010,BRF SA,ON,NM,R$,15.29,15.46,14.76,15.03,14.76,14.76,0,14771633900000,102806000.0,1545975.78,0,0000000000009999123100000010000000000000BRBRFSACNOR8120
01,2022-04-04,02,PETR4,010,PETROBRAS,PN,N2,R$,32.9,32.9,32.25,32.59,32.7,32.7,0,32719282500000,560530000.0,18269080.43,0,0000000000009999123100000010000000000000BRPETRACNPR6201
01,2022-05-06,02,BRFS3,010,BRF SA,ON,NM,R$,12.96,12.96,11.99,12.27,11.99,11.99,0,12002777400000,147629000.0,1812430.87,0,0000000000009999123100000010000000000000BRBRFSACNOR8120
01,2022-04-04,02,BRFS3,010,BRF SA,ON,NM,R$,18.84,19.05,18.24,18.47,18.37,18.36,0,18371844400000,68103000.0,1258067.12,0,0000000000009999123100000010000000000000BRBRFSACNOR8120
01,2022-03-18,02,VALE3,010,VALE,ON  ED,NM,R$,95.41,96.09,93.8,95.54,96.09,96.07,0,96099190500000,460846000.0,44032580.36,0,0000000000009999123100000010000000000000BRVALEACNOR0204
01,2022-03-18,02,PETR4,010,PETROBRAS,PN,N2,R$,30.09,30.82,29.86,30.53,30.61,30.61,0,30630718700000,930971000.0,28428929.65,0,0000000000009999123100000010000000000000BRPETRACNPR6201
01,2022-03-18,02,BRFS3,010,BRF SA,ON,NM,R$,16.58,17.25,16.54,16.9,16.8,16.8,0,16811869300000,160008000.0,2705362.76,0,0000000000009999123100000010000000000000BRBRFSACNOR8120
01,2022-04-22,02,PETR4,010,PETROBRAS,PN  EDR,N2,R$,31.05,31.3,30.32,30.79,30.56,30.55,0,30561088900000,745609000.0,22959076.16,0,0000000000009999123100000010000000000000BRPETRACNPR6202
01,2022-04-22,02,VALE3,010,VALE,ON,NM,R$,83.25,83.4,80.08,81.62,80.45,80.45,0,80460053400000,390582000.0,31879473.38,0,0000000000009999123100000010000000000000BRVALEACNOR0204
01,2022-05-09,02,PETR4,010,PETROBRAS,PN,N2,R$,32.7,33.04,32.06,32.42,32.16,32.15,0,32173770000000,923145000.0,29935911.43,0,0000000000009999123100000010000000000000BRPETRACNPR6202
01,2022-04-05,02,VALE3,010,VALE,ON,NM,R$,97.36,97.78,94.82,96.31,95.11,95.02,0,95117180300000,257644000.0,24813914.71,0,0000000000009999123100000010000000000000BRVALEACNOR0204
01,2022-05-09,02,VALE3,010,VALE,ON,NM,R$,77.53,77.98,76.08,76.9,76.49,76.45,0,76499289500000,370502000.0,28491830.3,0,0000000000009999123100000010000000000000BRVALEACNOR0204
01,2022-04-22,02,BRFS3,010,BRF SA,ON,NM,R$,14.7,14.88,14.36,14.55,14.51,14.51,0,14521878800000,99752000.0,1451931.14,0,0000000000009999123100000010000000000000BRBRFSACNOR8120
01,2022-04-05,02,PETR4,010,PETROBRAS,PN,N2,R$,32.66,33.06,32.39,32.62,32.39,32.39,0,32407578500000,458472000.0,14958941.29,0,0000000000009999123100000010000000000000BRPETRACNPR6201
01,2022-04-05,02,BRFS3,010,BRF SA,ON,NM,R$,18.36,18.72,17.81,18.13,17.85,17.85,0,17871533000000,56866000.0,1031480.16,0,0000000000009999123100000010000000000000BRBRFSACNOR8120
01,2022-05-09,02,BRFS3,010,BRF SA,ON,NM,R$,11.84,12.4,11.71,12.09,12.32,12.32,0,12332870100000,132867000.0,1607493.24,0,0000000000009999123100000010000000000000BRBRFSACNOR8120
01,2022-03-21,02,VALE3,010,VALE,ON,NM,R$,97.33,99.43,97.15,98.52,98.81,98.81,0,98848614600000,253746000.0,24999136.39,0,0000000000009999123100000010000000000000BRVALEACNOR0204
01,2022-03-21,02,PETR4,010,PETROBRAS,PN,N2,R$,30.91,32.09,30.64,31.55,31.76,31.75,0,31761494800000,677008000.0,21363879.59,0,0000000000009999123100000010000000000000BRPETRACNPR6201
01,2022-03-21,02,BRFS3,010,BRF SA,ON,NM,R$,16.82,16.95,16.48,16.65,16.63,16.62,0,16631454000000,67938000.0,1131481.26,0,0000000000009999123100000010000000000000BRBRFSACNOR8120
01,2022-04-25,02,PETR4,010,PETROBRAS,PN  EDR,N2,R$,29.97,30.44,29.54,29.9,30.11,30.11,0,30159944300000,664139000.0,19864055.43,0,0000000000009999123100000010000000000000BRPETRACNPR6202
01,2022-05-10,02,PETR4,010,PETROBRAS,PN,N2,R$,32.36,32.85,32.2,32.51,32.44,32.41,0,32440554000000,603306000.0,19614535.33,0,0000000000009999123100000010000000000000BRPETRACNPR6202
01,2022-04-25,02,VALE3,010,VALE,ON,NM,R$,77.94,79.61,77.54,78.46,79.08,79.08,0,79159194300000,389437000.0,30556937.18,0,0000000000009999123100000010000000000000BRVALEACNOR0204
01,2022-04-06,02,VALE3,010,VALE,ON,NM,R$,95.33,96.72,95.33,96.24,96.55,96.55,0,96567649500000,226158000.0,21767327.52,0,0000000000009999123100000010000000000000BRVALEACNOR0204
01,2022-05-10,02,VALE3,010,VALE,ON,NM,R$,76.27,76.94,74.87,75.68,75.54,75.53,0,75548629400000,319050000.0,24147725.01,0,0000000000009999123100000010000000000000BRVALEACNOR0204
01,2022-04-06,02,PETR4,010,PETROBRAS,PN,N2,R$,32.6,32.78,32.04,32.36,32.36,32.36,0,32389281200000,569471000.0,18432682.41,0,0000000000009999123100000010000000000000BRPETRACNPR6201
01,2022-04-06,02,BRFS3,010,BRF SA,ON,NM,R$,17.75,17.94,17.51,17.75,17.86,17.82,0,17861767900000,57715000.0,1024596.43,0,0000000000009999123100000010000000000000BRBRFSACNOR8120
01,2022-04-25,02,BRFS3,010,BRF SA,ON,NM,R$,14.15,14.17,13.75,13.98,13.98,13.98,0,13991863900000,127276000.0,1780222.65,0,0000000000009999123100000010000000000000BRBRFSACNOR8120
01,2022-05-10,02,BRFS3,010,BRF SA,ON,NM,R$,12.41,13.09,12.4,12.73,12.58,12.55,0,12581964600000,93014000.0,1184260.35,0,0000000000009999123100000010000000000000BRBRFSACNOR8120
01,2022-03-22,02,VALE3,010,VALE,ON,NM,R$,98.51,98.96,96.19,96.92,96.6,96.57,0,96620585900000,294898000.0,28582744.69,0,0000000000009999123100000010000000000000BRVALEACNOR0204
01,2022-03-22,02,PETR4,010,PETROBRAS,PN,N2,R$,31.99,32.1,31.35,31.6,31.62,31.61,0,31621042400000,561286000.0,17737196.49,0,0000000000009999123100000010000000000000BRPETRACNPR6201
01,2022-03-22,02,BRFS3,010,BRF SA,ON,NM,R$,16.78,17.47,16.67,17.2,17.23,17.22,0,17252736200000,89206000.0,1534734.94,0,0000000000009999123100000010000000000000BRBRFSACNOR8120
01,2022-05-11,02,PETR4,010,PETROBRAS,PN,N2,R$,32.78,33.91,32.69,33.56,33.57,33.57,0,33583060500000,1088954000.0,36547203.98,0,0000000000009999123100000010000000000000BRPETRACNPR6202
01,2022-04-26,02,PETR4,010,PETROBRAS,PN  EDR,N2,R$,30.11,30.58,29.89,30.2,30.06,30.05,0,30068988800000,487641000.0,14730640.0,0,0000000000009999123100000010000000000000BRPETRACNPR6202
01,2022-05-11,02,VALE3,010,VALE,ON,NM,R$,77.37,79.89,77.12,78.8,78.69,78.67,0,78698958800000,339334000.0,26741296.18,0,0000000000009999123100000010000000000000BRVALEACNOR0204
01,2022-04-26,02,VALE3,010,VALE,ON,NM,R$,79.08,79.32,77.85,78.63,78.0,77.99,0,78009985000000,370694000.0,29148745.26,0,0000000000009999123100000010000000000000BRVALEACNOR0204
01,2022-04-07,02,VALE3,010,VALE,ON,NM,R$,95.5,97.69,95.14,96.58,97.13,97.13,0,97226218600000,199466000.0,19265078.09,0,0000000000009999123100000010000000000000BRVALEACNOR0204
01,2022-04-07,02,PETR4,010,PETROBRAS,PN,N2,R$,32.64,34.06,32.5,33.45,34.04,34.03,0,34043298600000,1184694000.0,39636444.14,0,0000000000009999123100000010000000000000BRPETRACNPR6201
01,2022-04-26,02,BRFS3,010,BRF SA,ON,NM,R$,13.92,14.08,13.43,13.65,13.44,13.44,0,13452262000000,87397000.0,1193603.0,0,0000000000009999123100000010000000000000BRBRFSACNOR8120
01,2022-04-07,02,BRFS3,010,BRF SA,ON,NM,R$,17.94,18.35,17.82,18.03,17.82,17.82,0,17831691400000,64609000.0,1165373.04,0,0000000000009999123100000010000000000000BRBRFSACNOR8120
01,2022-05-11,02,BRFS3,010,BRF SA,ON,NM,R$,12.61,12.73,12.25,12.47,12.39,12.36,0,12391946000000,80529000.0,1004375.94,0,0000000000009999123100000010000000000000BRBRFSACNOR8120
01,2022-03-23,02,VALE3,010,VALE,ON,NM,R$,97.5,98.94,96.29,97.28,96.39,96.39,0,96408788100000,263096000.0,25596110.4,0,0000000000009999123100000010000000000000BRVALEACNOR0204
01,2022-03-23,02,PETR4,010,PETROBRAS,PN,N2,R$,31.93,32.47,31.69,32.13,32.05,32.04,0,32058845300000,529561000.0,17019250.47,0,0000000000009999123100000010000000000000BRPETRACNPR6201
01,2022-03-23,02,BRFS3,010,BRF SA,ON,NM,R$,17.35,17.35,16.53,16.77,16.57,16.56,0,16571448200000,63419000.0,1063984.11,0,0000000000009999123100000010000000000000BRBRFSACNOR8120
01,2022-04-27,02,PETR4,010,PETROBRAS,PN  EDR,N2,R$,30.37,30.56,29.95,30.13,30.06,30.05,0,30067537700000,418813000.0,12622119.0,0,0000000000009999123100000010000000000000BRPETRACNPR6202
01,2022-05-12,02,PETR4,010,PETROBRAS,PN,N2,R$,33.26,34.08,33.26,33.71,33.83,33.82,0,33833300400000,1144159000.0,38573555.59,0,0000000000009999123100000010000000000000BRPETRACNPR6202
01,2022-04-27,02,VALE3,010,VALE,ON,NM,R$,80.46,82.7,80.15,81.68,82.17,82.15,0,82170866300000,494088000.0,40361273.53,0,0000000000009999123100000010000000000000BRVALEACNOR0204
01,2022-04-08,02,VALE3,010,VALE,ON,NM,R$,96.64,97.4,94.62,95.61,95.15,95.1,0,95167059500000,268874000.0,25709390.02,0,0000000000009999123100000010000000000000BRVALEACNOR0204
