codigo_registro,data_pregao,codigo_mercado,ativo,codigo_bdi,nome,especificador,identificacao_mercado,moeda_cotacao,preco_abertura,preco_maximo,preco_minimo,preco_fechamento,preco_melhor_compra,preco_melhor_venda,numero_negocios,quantidade_acoes,volume_financeiro,preco_fechamento_ajustado,fator_ajuste,codigo_papel_registro
01,2022-05-12,02,VALE3,010,VALE,ON,NM,R$,77.05,77.9,75.87,77.15,77.9,77.9,0,77927233000000,277372000.0,21401151.95,0,0000000000009999123100000010000000000000BRVALEACNOR0204
01,2022-04-08,02,PETR4,010,PETROBRAS,PN,N2,R$,34.07,34.41,33.85,34.21,34.21,34.21,0,34220173500000,607727000.0,20793867.54,0,0000000000009999123100000010000000000000BRPETRACNPR6201
01,2022-05-12,02,BRFS3,010,BRF SA,ON,NM,R$,12.26,12.6,12.08,12.44,12.58,12.57,0,12581499300000,69198000.0,861380.81,0,0000000000009999123100000010000000000000BRBRFSACNOR8120
01,2022-04-27,02,BRFS3,010,BRF SA,ON,NM,R$,13.78,14.14,13.63,13.86,13.94,13.93,0,13941965900000,92788000.0,1286614.35,0,0000000000009999123100000010000000000000BRBRFSACNOR8120
01,2022-04-08,02,BRFS3,010,BRF SA,ON,NM,R$,17.74,17.95,17.34,17.6,17.44,17.43,0,17441978100000,69578000.0,1224932.96,0,0000000000009999123100000010000000000000BRBRFSACNOR8120
01,2022-03-24,02,VALE3,010,VALE,ON,NM,R$,96.2,97.6,95.31,96.67,96.91,96.9,0,96918262000000,231228000.0,22355079.95,0,0000000000009999123100000010000000000000BRVALEACNOR0204
01,2022-03-24,02,PETR4,010,PETROBRAS,PN,N2,R$,32.05,32.6,31.67,32.27,32.42,32.41,0,32429296000000,494028000.0,15944097.16,0,0000000000009999123100000010000000000000BRPETRACNPR6201
01,2022-03-24,02,BRFS3,010,BRF SA,ON,NM,R$,16.63,17.09,16.45,16.84,16.97,16.96,0,16971742000000,57552000.0,969536.84,0,0000000000009999123100000010000000000000BRBRFSACNOR8120
01,2022-04-28,02,PETR4,010,PETROBRAS,PN,N2,R$,30.45,30.62,30.25,30.43,30.26,30.26,0,30276915900000,432985000.0,13177051.66,0,0000000000009999123100000010000000000000BRPETRACNPR6202
01,2022-05-13,02,PETR4,010,PETROBRAS,PN,N2,R$,34.1,34.44,33.9,34.26,34.27,34.27,0,34281788600000,670001000.0,22960311.38,0,0000000000009999123100000010000000000000BRPETRACNPR6202
01,2022-04-28,02,VALE3,010,VALE,ON,NM,R$,85.02,85.55,80.83,83.63,84.2,84.15,0,84201959400000,560328000.0,46860487.0,0,0000000000009999123100000010000000000000BRVALEACNOR0204
01,2022-04-11,02,VALE3,010,VALE,ON,NM,R$,93.81,94.71,92.92,94.04,94.0,93.99,0,94005447100000,165158000.0,15531776.31,0,0000000000009999123100000010000000000000BRVALEACNOR0204
01,2022-05-13,02,VALE3,010,VALE,ON,NM,R$,78.42,79.35,77.8,78.46,77.81,77.8,0,77826484000000,260868000.0,20467929.52,0,0000000000009999123100000010000000000000BRVALEACNOR0204
01,2022-04-11,02,PETR4,010,PETROBRAS,PN,N2,R$,33.9,34.1,33.78,33.94,33.95,33.94,0,33957345500000,481254000.0,16335012.61,0,0000000000009999123100000010000000000000BRPETRACNPR6201
01,2022-04-28,02,BRFS3,010,BRF SA,ON,NM,R$,14.1,14.44,13.55,14.0,13.99,13.99,0,14011989900000,115675000.0,1620178.64,0,0000000000009999123100000010000000000000BRBRFSACNOR8120
01,2022-04-11,02,BRFS3,010,BRF SA,ON,NM,R$,16.99,17.0,16.0,16.42,16.2,16.2,0,16212809300000,157289000.0,2583336.04,0,0000000000009999123100000010000000000000BRBRFSACNOR8120
01,2022-05-13,02,BRFS3,010,BRF SA,ON,NM,R$,12.61,14.19,12.61,13.76,13.88,13.87,0,13894111600000,223567000.0,3078000.42,0,0000000000009999123100000010000000000000BRBRFSACNOR8120
01,2022-03-25,02,VALE3,010,VALE,ON,NM,R$,97.7,98.3,94.3,95.64,95.23,95.2,0,95237488800000,225055000.0,21524993.65,0,0000000000009999123100000010000000000000BRVALEACNOR0204
01,2022-03-25,02,PETR4,010,PETROBRAS,PN,N2,R$,32.15,32.55,31.92,32.3,32.3,32.28,0,32309587100000,517801000.0,16729232.27,0,0000000000009999123100000010000000000000BRPETRACNPR6201
01,2022-05-16,02,PETR4,010,PETROBRAS,PN,N2,R$,34.25,34.88,34.01,34.65,34.61,34.61,0,34621791600000,920753000.0,31908749.05,0,0000000000009999123100000010000000000000BRPETRACNPR6202
01,2022-03-25,02,BRFS3,010,BRF SA,ON,NM,R$,17.08,17.12,16.58,16.91,17.0,17.0,0,17011399100000,49198000.0,832159.98,0,0000000000009999123100000010000000000000BRBRFSACNOR8120
01,2022-05-16,02,VALE3,010,VALE,ON,NM,R$,78.68,80.64,78.52,80.0,80.14,80.12,0,80146504000000,238288000.0,19063492.18,0,0000000000009999123100000010000000000000BRVALEACNOR0204
01,2022-05-16,02,BRFS3,010,BRF SA,ON,NM,R$,13.98,14.36,13.43,13.85,13.93,13.9,0,13932353900000,115826000.0,1604226.86,0,0000000000009999123100000010000000000000BRBRFSACNOR8120
01,2022-06-17,02,PETR4,010,PETROBRAS,PN,N2,R$,28.17,28.45,26.13,27.06,27.31,27.3,0,27311963300000,1846065000.0,49972106.55,0,0000000000009999123100000010000000000000BRPETRACNPR6203
01,2022-06-17,02,VALE3,010,VALE,ON,NM,R$,79.35,79.35,76.11,77.38,77.41,77.41,0,77481667100000,569146000.0,44041736.98,0,0000000000009999123100000010000000000000BRVALEACNOR0204
01,2022-06-01,02,PETR4,010,PETROBRAS,PN  EDJ,N2,R$,29.9,30.33,29.85,30.05,30.02,30.02,0,30038686500000,463532000.0,13931722.85,0,0000000000009999123100000010000000000000BRPETRACNPR6203
01,2022-06-01,02,VALE3,010,VALE,ON,NM,R$,86.19,88.78,86.0,87.68,88.24,88.23,0,88246651500000,262589000.0,23025002.26,0,0000000000009999123100000010000000000000BRVALEACNOR0204
01,2022-06-17,02,BRFS3,010,BRF SA,ON,NM,R$,12.74,12.92,12.22,12.72,12.83,12.81,0,12833121700000,280554000.0,3568871.26,0,0000000000009999123100000010000000000000BRBRFSACNOR8120
01,2022-05-17,02,PETR4,010,PETROBRAS,PN,N2,R$,35.0,35.14,34.14,34.36,34.16,34.16,0,34191699400000,909147000.0,31244425.05,0,0000000000009999123100000010000000000000BRPETRACNPR6202
01,2022-05-17,02,VALE3,010,VALE,ON,NM,R$,81.85,81.92,78.86,80.04,79.8,79.79,0,79808334600000,293053000.0,23458265.57,0,0000000000009999123100000010000000000000BRVALEACNOR0204
01,2022-06-01,02,BRFS3,010,BRF SA,ON,NM,R$,15.46,15.49,15.13,15.3,15.34,15.34,0,15352499000000,129968000.0,1988742.1,0,0000000000009999123100000010000000000000BRBRFSACNOR8120
01,2022-05-17,02,BRFS3,010,BRF SA,ON,NM,R$,14.12,14.46,14.04,14.28,14.31,14.3,0,14322187400000,100944000.0,1441978.79,0,0000000000009999123100000010000000000000BRBRFSACNOR8120
01,2022-06-20,02,PETR4,010,PETROBRAS,PN,N2,R$,26.02,28.25,25.91,27.44,27.62,27.62,0,27651384400000,925818000.0,25406495.72,0,0000000000009999123100000010000000000000BRPETRACNPR6203
01,2022-06-20,02,VALE3,010,VALE,ON,NM,R$,75.6,76.18,74.25,75.43,75.5,75.48,0,75507085400000,267257000.0,20160379.7,0,0000000000009999123100000010000000000000BRVALEACNOR0204
01,2022-06-02,02,PETR4,010,PETROBRAS,PN  EDJ,N2,R$,29.97,30.05,29.55,29.8,29.76,29.76,0,29778229300000,507383000.0,15120798.42,0,0000000000009999123100000010000000000000BRPETRACNPR6203
01,2022-06-02,02,VALE3,010,VALE,ON,NM,R$,90.0,90.28,89.0,89.8,89.9,89.89,0,89916789800000,251424000.0,22579265.92,0,0000000000009999123100000010000000000000BRVALEACNOR0204
01,2022-06-20,02,BRFS3,010,BRF SA,ON,NM,R$,12.87,12.87,12.36,12.55,12.43,12.43,0,12441576900000,61049000.0,766674.61,0,0000000000009999123100000010000000000000BRBRFSACNOR8120
01,2022-05-18,02,PETR4,010,PETROBRAS,PN,N2,R$,34.18,34.56,33.43,33.8,33.6,33.59,0,33609611600000,809862000.0,27375429.9,0,0000000000009999123100000010000000000000BRPETRACNPR6202
01,2022-06-02,02,BRFS3,010,BRF SA,ON,NM,R$,15.44,15.63,15.11,15.37,15.41,15.41,0,15421882600000,76099000.0,1170357.67,0,0000000000009999123100000010000000000000BRBRFSACNOR8120
01,2022-05-18,02,VALE3,010,VALE,ON,NM,R$,78.71,79.25,77.42,77.96,77.78,77.75,0,77788029500000,306317000.0,23883008.49,0,0000000000009999123100000010000000000000BRVALEACNOR0204
01,2022-05-18,02,BRFS3,010,BRF SA,ON,NM,R$,14.23,14.64,13.58,14.02,13.58,13.58,0,13652233000000,118440000.0,1660933.71,0,0000000000009999123100000010000000000000BRBRFSACNOR8120
01,2022-06-21,02,PETR4,010,PETROBRAS,PN,N2,R$,27.8,28.16,26.69,27.27,27.07,27.06,0,27072077300000,851795000.0,23233400.65,0,0000000000009999123100000010000000000000BRPETRACNPR6203
01,2022-06-21,02,VALE3,010,VALE,ON,NM,R$,76.8,77.64,75.76,76.65,76.0,75.99,0,76007050200000,209810000.0,16083844.74,0,0000000000009999123100000010000000000000BRVALEACNOR0204
01,2022-06-03,02,PETR4,010,PETROBRAS,PN,N2,R$,29.71,30.44,29.53,29.97,30.28,30.28,0,30290250900000,603969000.0,18105734.1,0,0000000000009999123100000010000000000000BRPETRACNPR6203
01,2022-06-03,02,VALE3,010,VALE,ON,NM,R$,89.5,89.82,88.36,88.92,88.46,88.46,0,88504820900000,184319000.0,16390614.35,0,0000000000009999123100000010000000000000BRVALEACNOR0204
01,2022-06-21,02,BRFS3,010,BRF SA,ON,NM,R$,12.52,12.72,12.3,12.44,12.47,12.43,0,12472452700000,98606000.0,1227367.37,0,0000000000009999123100000010000000000000BRBRFSACNOR8120
01,2022-05-19,02,PETR4,010,PETROBRAS,PN,N2,R$,33.52,34.29,33.33,33.98,34.17,34.17,0,34188055400000,639831000.0,21742423.16,0,0000000000009999123100000010000000000000BRPETRACNPR6202
01,2022-06-03,02,BRFS3,010,BRF SA,ON,NM,R$,15.45,15.45,15.13,15.23,15.2,15.19,0,15201606800000,85259000.0,1299049.41,0,0000000000009999123100000010000000000000BRBRFSACNOR8120
01,2022-05-19,02,VALE3,010,VALE,ON,NM,R$,77.78,80.38,77.47,79.59,79.85,79.83,0,79856801900000,299843000.0,23865710.56,0,0000000000009999123100000010000000000000BRVALEACNOR0204
01,2022-05-19,02,BRFS3,010,BRF SA,ON,NM,R$,13.58,13.7,13.31,13.49,13.45,13.44,0,13491508000000,63371000.0,855132.15,0,0000000000009999123100000010000000000000BRBRFSACNOR8120
01,2022-06-22,02,PETR4,010,PETROBRAS,PN,N2,R$,26.58,27.55,26.39,27.04,26.99,26.99,0,27007926000000,578747000.0,15653516.48,0,0000000000009999123100000010000000000000BRPETRACNPR6203
01,2022-06-22,02,VALE3,010,VALE,ON,NM,R$,74.0,76.05,73.38,74.82,75.35,75.35,0,75367116700000,322283000.0,24114796.14,0,0000000000009999123100000010000000000000BRVALEACNOR0204
01,2022-06-06,02,PETR4,010,PETROBRAS,PN,N2,R$,30.5,30.53,29.91,30.22,30.3,30.26,0,30306041000000,392139000.0,11853392.26,0,0000000000009999123100000010000000000000BRPETRACNPR6203
01,2022-06-06,02,VALE3,010,VALE,ON,NM,R$,89.64,89.79,88.55,89.14,88.55,88.55,0,88593775800000,149328000.0,13311225.55,0,0000000000009999123100000010000000000000BRVALEACNOR0204
01,2022-06-22,02,BRFS3,010,BRF SA,ON,NM,R$,12.27,13.29,12.2,13.02,13.07,13.07,0,13094399300000,193874000.0,2524298.13,0,0000000000009999123100000010000000000000BRBRFSACNOR8120
01,2022-05-20,02,PETR4,010,PETROBRAS,PN,N2,R$,34.59,34.83,34.25,34.61,34.83,34.82,0,34831381800000,795899000.0,27548884.86,0,0000000000009999123100000010000000000000BRPETRACNPR6202
01,2022-06-06,02,BRFS3,010,BRF SA,ON,NM,R$,15.35,15.35,15.11,15.2,15.15,15.15,0,15171308800000,57426000.0,873207.03,0,0000000000009999123100000010000000000000BRBRFSACNOR8120
01,2022-05-20,02,VALE3,010,VALE,ON,NM,R$,82.01,82.46,80.58,81.42,81.26,81.26,0,81308674300000,383720000.0,31243617.75,0,0000000000009999123100000010000000000000BRVALEACNOR0204
01,2022-05-20,02,BRFS3,010,BRF SA,ON,NM,R$,13.66,13.68,13.13,13.36,13.57,13.55,0,13572054100000,148279000.0,1981980.82,0,0000000000009999123100000010000000000000BRBRFSACNOR8120
01,2022-06-23,02,PETR4,010,PETROBRAS,PN,N2,R$,26.98,27.38,26.12,26.65,26.49,26.49,0,26501806800000,692623000.0,18464259.97,0,0000000000009999123100000010000000000000BRPETRACNPR6203
01,2022-06-23,02,VALE3,010,VALE,ON,NM,R$,76.44,77.31,72.43,73.95,72.6,72.6,0,72658324000000,319433000.0,23623864.13,0,0000000000009999123100000010000000000000BRVALEACNOR0204
01,2022-06-07,02,PETR4,010,PETROBRAS,PN,N2,R$,30.19,31.3,30.16,30.84,30.66,30.65,0,30662865600000,803337000.0,24780996.69,0,0000000000009999123100000010000000000000BRPETRACNPR6203
01,2022-06-07,02,VALE3,010,VALE,ON,NM,R$,88.24,90.89,88.11,90.26,90.62,90.62,0,90646140300000,270048000.0,24376346.59,0,0000000000009999123100000010000000000000BRVALEACNOR0204
01,2022-06-23,02,BRFS3,010,BRF SA,ON,NM,R$,13.1,14.22,13.03,13.92,14.09,14.08,0,14103768400000,162709000.0,2265349.27,0,0000000000009999123100000010000000000000BRBRFSACNOR8120
01,2022-06-07,02,BRFS3,010,BRF SA,ON,NM,R$,15.02,15.24,14.82,15.06,15.15,15.11,0,15151542400000,72151000.0,1087235.64,0,0000000000009999123100000010000000000000BRBRFSACNOR8120
01,2022-05-23,02,PETR4,010,PETROBRAS,PN,N2,R$,35.18,36.31,35.15,35.87,36.2,36.2,0,36218861000000,938074000.0,33654898.89,0,0000000000009999123100000010000000000000BRPETRACNPR6202
01,2022-05-23,02,VALE3,010,VALE,ON,NM,R$,82.3,83.65,82.27,83.1,82.92,82.92,0,82947733000000,276328000.0,22964478.37,0,0000000000009999123100000010000000000000BRVALEACNOR0204
01,2022-05-23,02,BRFS3,010,BRF SA,ON,NM,R$,13.67,14.28,13.34,13.95,14.23,14.21,0,14232233100000,100919000.0,1408563.17,0,0000000000009999123100000010000000000000BRBRFSACNOR8120
01,2022-06-24,02,PETR4,010,PETROBRAS,PN,N2,R$,26.76,27.09,26.18,26.49,26.29,26.29,0,26307964900000,534134000.0,14151448.08,0,0000000000009999123100000010000000000000BRPETRACNPR6203
01,2022-06-08,02,PETR4,010,PETROBRAS,PN,N2,R$,30.42,31.15,30.33,30.73,30.51,30.51,0,30529543000000,659239000.0,20263970.01,0,0000000000009999123100000010000000000000BRPETRACNPR6203
01,2022-06-24,02,VALE3,010,VALE,ON,NM,R$,72.78,74.88,72.6,74.02,74.62,74.62,0,74637723100000,223943000.0,16577693.62,0,0000000000009999123100000010000000000000BRVALEACNOR0204
01,2022-06-08,02,VALE3,010,VALE,ON,NM,R$,89.78,90.33,86.85,88.38,87.5,87.48,0,87516528900000,269591000.0,23828433.15,0,0000000000009999123100000010000000000000BRVALEACNOR0204
01,2022-06-24,02,BRFS3,010,BRF SA,ON,NM,R$,14.18,14.62,13.74,14.21,14.54,14.53,0,14552261700000,107048000.0,1521341.5,0,0000000000009999123100000010000000000000BRBRFSACNOR8120
01,2022-06-08,02,BRFS3,010,BRF SA,ON,NM,R$,15.08,15.44,14.85,15.09,14.89,14.89,0,14912093100000,115668000.0,1746439.08,0,0000000000009999123100000010000000000000BRBRFSACNOR8120
01,2022-05-24,02,PETR4,010,PETROBRAS,PN  EDJ,N2,R$,31.2,32.09,30.71,31.32,31.6,31.57,0,31602236800000,1544531000.0,48386464.01,0,0000000000009999123100000010000000000000BRPETRACNPR6203
01,2022-05-24,02,VALE3,010,VALE,ON,NM,R$,81.82,84.09,81.0,82.77,84.04,84.03,0,84048599500000,351768000.0,29118190.29,0,0000000000009999123100000010000000000000BRVALEACNOR0204
01,2022-05-24,02,BRFS3,010,BRF SA,ON,NM,R$,14.01,14.38,13.82,14.14,14.35,14.32,0,14352466500000,118365000.0,1674658.64,0,0000000000009999123100000010000000000000BRBRFSACNOR8120
01,2022-06-09,02,PETR4,010,PETROBRAS,PN,N2,R$,30.51,30.66,29.98,30.32,30.07,30.07,0,30087171500000,538790000.0,16339952.15,0,0000000000009999123100000010000000000000BRPETRACNPR6203
01,2022-06-27,02,PETR4,010,PETROBRAS,PN,N2,R$,26.82,28.07,26.66,27.63,27.98,27.97,0,27981372100000,904177000.0,24989991.7,0,0000000000009999123100000010000000000000BRPETRACNPR6203
01,2022-06-09,02,VALE3,010,VALE,ON,NM,R$,87.0,87.0,84.45,85.11,84.54,84.53,0,84548218500000,362911000.0,30888700.05,0,0000000000009999123100000010000000000000BRVALEACNOR0204
01,2022-06-27,02,VALE3,010,VALE,ON,NM,R$,76.5,78.97,76.06,77.76,78.05,78.05,0,78087440700000,288257000.0,22416506.29,0,0000000000009999123100000010000000000000BRVALEACNOR0204
01,2022-06-09,02,BRFS3,010,BRF SA,ON,NM,R$,14.8,15.36,14.72,15.09,14.96,14.96,0,14972275400000,103806000.0,1566569.36,0,0000000000009999123100000010000000000000BRBRFSACNOR8120
01,2022-06-27,02,BRFS3,010,BRF SA,ON,NM,R$,14.66,15.14,14.63,14.9,14.76,14.76,0,14772357800000,84645000.0,1261345.68,0,0000000000009999123100000010000000000000BRBRFSACNOR8120
01,2022-05-25,02,PETR4,010,PETROBRAS,PN  EDJ,N2,R$,31.7,32.28,31.26,31.96,32.05,32.02,0,32051121300000,699919000.0,22372041.28,0,0000000000009999123100000010000000000000BRPETRACNPR6203
01,2022-05-25,02,VALE3,010,VALE,ON,NM,R$,84.0,84.8,83.41,84.27,84.3,84.29,0,84345814200000,246077000.0,20738477.73,0,0000000000009999123100000010000000000000BRVALEACNOR0204
01,2022-05-25,02,BRFS3,010,BRF SA,ON,NM,R$,14.3,14.34,14.0,14.18,14.22,14.2,0,14231949600000,56999000.0,808548.21,0,0000000000009999123100000010000000000000BRBRFSACNOR8120
01,2022-06-28,02,PETR4,010,PETROBRAS,PN,N2,R$,28.58,28.83,28.02,28.43,28.33,28.32,0,28337589000000,513880000.0,14613940.22,0,0000000000009999123100000010000000000000BRPETRACNPR6203
01,2022-06-10,02,PETR4,010,PETROBRAS,PN,N2,R$,30.01,30.01,29.06,29.52,29.65,29.65,0,29660549100000,631017000.0,18628106.75,0,0000000000009999123100000010000000000000BRPETRACNPR6203
01,2022-06-10,02,VALE3,010,VALE,ON,NM,R$,83.37,84.99,82.38,83.91,84.56,84.5,0,84597872800000,286895000.0,24075426.49,0,0000000000009999123100000010000000000000BRVALEACNOR0204
01,2022-06-28,02,VALE3,010,VALE,ON,NM,R$,80.0,80.23,78.78,79.41,79.45,79.4,0,79457465500000,260520000.0,20688864.27,0,0000000000009999123100000010000000000000BRVALEACNOR0204
01,2022-06-28,02,BRFS3,010,BRF SA,ON,NM,R$,14.82,15.29,14.38,14.74,14.48,14.46,0,14481839900000,73436000.0,1082856.41,0,0000000000009999123100000010000000000000BRBRFSACNOR8120
01,2022-06-10,02,BRFS3,010,BRF SA,ON,NM,R$,14.93,15.13,14.62,14.91,15.0,14.99,0,15022325200000,84910000.0,1266164.72,0,0000000000009999123100000010000000000000BRBRFSACNOR8120
01,2022-05-26,02,PETR4,010,PETROBRAS,PN  EDJ,N2,R$,32.02,32.56,31.95,32.27,32.13,32.13,0,32149424000000,783036000.0,25275825.78,0,0000000000009999123100000010000000000000BRPETRACNPR6203
01,2022-05-26,02,VALE3,010,VALE,ON,NM,R$,84.16,84.65,83.1,84.08,84.25,84.25,0,84267101000000,274506000.0,23083037.44,0,0000000000009999123100000010000000000000BRVALEACNOR0204
01,2022-05-26,02,BRFS3,010,BRF SA,ON,NM,R$,14.3,14.62,14.01,14.37,14.53,14.52,0,14532325700000,98295000.0,1412770.99,0,0000000000009999123100000010000000000000BRBRFSACNOR8120
01,2022-06-29,02,PETR4,010,PETROBRAS,PN,N2,R$,28.48,28.82,27.84,28.3,28.08,28.05,0,28087047600000,520488000.0,14734971.67,0,0000000000009999123100000010000000000000BRPETRACNPR6203
01,2022-06-29,02,VALE3,010,VALE,ON,NM,R$,79.61,80.09,78.04,78.99,78.79,78.75,0,78794658200000,186366000.0,14721766.88,0,0000000000009999123100000010000000000000BRVALEACNOR0204
01,2022-06-13,02,PETR4,010,PETROBRAS,PN,N2,R$,29.02,29.58,28.67,29.15,29.27,29.27,0,29280511600000,645071000.0,18804514.97,0,0000000000009999123100000010000000000000BRPETRACNPR6203
01,2022-06-13,02,VALE3,010,VALE,ON,NM,R$,82.1,82.87,80.1,81.59,81.88,81.88,0,81899473200000,310505000.0,25334398.9,0,0000000000009999123100000010000000000000BRVALEACNOR0204
01,2022-06-29,02,BRFS3,010,BRF SA,ON,NM,R$,14.54,14.54,13.84,14.11,14.14,14.13,0,14142145400000,75561000.0,1066685.7,0,0000000000009999123100000010000000000000BRBRFSACNOR8120
01,2022-06-13,02,BRFS3,010,BRF SA,ON,NM,R$,14.69,14.73,13.78,14.14,13.9,13.89,0,13902734700000,118145000.0,1671379.73,0,0000000000009999123100000010000000000000BRBRFSACNOR8120
01,2022-05-27,02,PETR4,010,PETROBRAS,PN  EDJ,N2,R$,32.15,32.15,30.57,31.02,30.6,30.59,0,30604848000000,1182956000.0,36701298.26,0,0000000000009999123100000010000000000000BRPETRACNPR6203
01,2022-05-27,02,VALE3,010,VALE,ON,NM,R$,84.9,85.88,84.7,85.45,85.72,85.7,0,85725173000000,198345000.0,16949785.26,0,0000000000009999123100000010000000000000BRVALEACNOR0204
01,2022-05-27,02,BRFS3,010,BRF SA,ON,NM,R$,14.66,15.33,14.66,15.11,15.23,15.21,0,15242210400000,147250000.0,2226094.04,0,0000000000009999123100000010000000000000BRBRFSACNOR8120
01,2022-06-30,02,PETR4,010,PETROBRAS,PN,N2,R$,27.65,28.06,27.4,27.82,27.93,27.92,0,27938236300000,499101000.0,13885791.76,0,0000000000009999123100000010000000000000BRPETRACNPR6203
01,2022-06-30,02,VALE3,010,VALE,ON,NM,R$,76.99,78.05,76.17,76.82,76.56,76.56,0,76598525600000,274713000.0,21103962.82,0,0000000000009999123100000010000000000000BRVALEACNOR0204
01,2022-06-14,02,PETR4,010,PETROBRAS,PN,N2,R$,29.66,30.25,29.24,29.85,29.6,29.55,0,29601118000000,688169000.0,20542885.53,0,0000000000009999123100000010000000000000BRPETRACNPR6203
01,2022-06-14,02,VALE3,010,VALE,ON,NM,R$,82.33,82.8,80.89,81.49,81.72,81.55,0,81726686800000,226345000.0,18445573.0,0,0000000000009999123100000010000000000000BRVALEACNOR0204
01,2022-06-30,02,BRFS3,010,BRF SA,ON,NM,R$,13.9,14.06,13.52,13.72,13.59,13.58,0,13593656400000,155377000.0,2131874.3,0,0000000000009999123100000010000000000000BRBRFSACNOR8120
01,2022-05-30,02,PETR4,010,PETROBRAS,PN  EDJ,N2,R$,30.84,30.87,29.12,29.77,29.99,29.98,0,29997139800000,981101000.0,29207444.68,0,0000000000009999123100000010000000000000BRPETRACNPR6203
01,2022-06-14,02,BRFS3,010,BRF SA,ON,NM,R$,13.88,13.99,13.12,13.43,13.16,13.16,0,13183219700000,107058000.0,1437943.4,0,0000000000009999123100000010000000000000BRBRFSACNOR8120
01,2022-05-30,02,VALE3,010,VALE,ON,NM,R$,86.28,87.41,86.01,86.8,86.65,86.64,0,86654370300000,161479000.0,14017844.97,0,0000000000009999123100000010000000000000BRVALEACNOR0204
01,2022-05-30,02,BRFS3,010,BRF SA,ON,NM,R$,15.28,15.39,15.03,15.17,15.05,15.05,0,15061033100000,47562000.0,721542.23,0,0000000000009999123100000010000000000000BRBRFSACNOR8120
01,2022-06-15,02,PETR4,010,PETROBRAS,PN,N2,R$,30.0,30.02,28.84,29.36,29.08,29.08,0,29092391900000,727857000.0,21377012.81,0,0000000000009999123100000010000000000000BRPETRACNPR6203
01,2022-06-15,02,VALE3,010,VALE,ON,NM,R$,82.1,83.77,81.54,82.49,81.67,81.67,0,81688453500000,336103000.0,27726429.5,0,0000000000009999123100000010000000000000BRVALEACNOR0204
01,2022-05-31,02,PETR4,010,PETROBRAS,PN  EDJ,N2,R$,30.41,30.62,29.81,30.15,30.06,30.02,0,30060037300000,835980000.0,25212739.12,0,0000000000009999123100000010000000000000BRPETRACNPR6203
01,2022-05-31,02,VALE3,010,VALE,ON,NM,R$,87.22,87.43,85.01,86.05,86.21,86.21,0,86226477600000,413698000.0,35602849.23,0,0000000000009999123100000010000000000000BRVALEACNOR0204
01,2022-06-15,02,BRFS3,010,BRF SA,ON,NM,R$,13.38,13.42,12.81,13.06,12.98,12.98,0,12993339800000,127439000.0,1664917.3,0,0000000000009999123100000010000000000000BRBRFSACNOR8120
01,2022-05-31,02,BRFS3,010,BRF SA,ON,NM,R$,15.17,15.65,15.03,15.55,15.65,15.62,0,15652666800000,266509000.0,4144906.54,0,0000000000009999123100000010000000000000BRBRFSACNOR8120
01,2022-11-24,02,PETR4,010,PETROBRAS,PN  EDJ,N2,R$,23.52,24.63,23.25,24.12,24.25,24.25,0,24261790400000,942338000.0,22736476.92,0,0000000000009999123100000010000000000000BRPETRACNPR6205
01,2022-11-23,02,PETR4,010,PETROBRAS,PN  EDJ,N2,R$,23.0,23.65,22.8,23.33,23.44,23.42,0,23440176000000,773173000.0,18041801.11,0,0000000000009999123100000010000000000000BRPETRACNPR6205
01,2022-11-28,02,BRFS3,010,BRF SA,ON,NM,R$,10.26,10.33,9.98,10.08,10.1,10.09,0,10111109100000,67938000.0,685178.96,0,0000000000009999123100000010000000000000BRBRFSACNOR8120
01,2022-10-20,02,BRFS3,010,BRF SA,ON,NM,R$,15.25,15.62,14.72,15.03,14.88,14.88,0,14902605300000,105289000.0,1582700.2,0,0000000000009999123100000010000000000000BRBRFSACNOR8120
01,2022-11-09,02,VALE3,010,VALE,ON,NM,R$,74.1,74.78,72.52,73.62,73.15,73.1,0,73159030000000,422085000.0,31075194.22,0,0000000000009999123100000010000000000000BRVALEACNOR0205
01,2022-11-29,02,BRFS3,010,BRF SA,ON,NM,R$,10.15,10.22,9.92,10.07,10.01,10.0,0,10011635600000,89044000.0,896841.26,0,0000000000009999123100000010000000000000BRBRFSACNOR8120
01,2022-12-01,02,PETR4,010,PETROBRAS,PN  EDJ,N2,R$,26.58,26.79,25.56,25.98,25.59,25.58,0,25590014400000,712594000.0,18514825.04,0,0000000000009999123100000010000000000000BRPETRACNPR6205
01,2022-12-01,02,BRFS3,010,BRF SA,ON,NM,R$,9.41,9.41,8.56,8.83,8.57,8.56,0,8584070600000,367721000.0,3248028.6,0,0000000000009999123100000010000000000000BRBRFSACNOR8120
01,2022-12-05,02,BRFS3,010,BRF SA,ON,NM,R$,8.64,8.76,8.04,8.34,8.1,8.09,0,8102119000000,145628000.0,1215470.12,0,0000000000009999123100000010000000000000BRBRFSACNOR8120
01,2022-10-20,02,VALE3,010,VALE,ON,NM,R$,70.98,73.19,70.32,72.01,72.02,72.02,0,72048658100000,372407000.0,26819729.22,0,0000000000009999123100000010000000000000BRVALEACNOR0205
01,2022-12-05,02,VALE3,010,VALE,ON,NM,R$,87.9,88.99,86.68,87.77,86.71,86.7,0,86718513300000,218965000.0,19218783.01,0,0000000000009999123100000010000000000000BRVALEACNOR0205
